400121515098,0,0,30,82,170,8186.52,1485.28,5255.63
400017708657,0,2,3,13,29,3486.42,798.94,2055.30
400017714913,0,13,6,12,72,3229.85,325.58,2586.23
400017719714,0,2,11,31,51,2881.40,756.10,1424.14
400017719806,0,13,4,23,58,3844.89,664.22,2807.36
400017517430,0,2,7,24,70,1226.10,113.37,684.40
400017713901,0,8,6,16,52,4169.06,555.63,2935.65
400017709577,0,0,12,34,18,1361.29,372.63,418.61
400017712429,1,135,,,19,239.90,,239.90
400017748050,1,135,,,6,58.53,,58.53
400017717874,0,0,7,22,59,3931.81,928.63,2323.30
400017745474,0,2,11,24,57,1340.79,218.08,875.13
400121493645,0,39,,6,22,649.69,39.01,574.52
400017725878,0,1,5,15,40,2177.14,338.00,1404.44
400017704885,0,0,10,20,52,7992.69,1132.79,5282.02
400017736458,0,86,,1,8,386.20,90.74,295.46
400121513718,0,7,13,18,34,5666.56,1091.02,3001.38
400017743910,0,2,5,13,46,939.35,126.51,662.79
400017724406,0,1,7,21,44,3863.18,632.34,2604.70
400017731950,0,4,18,61,98,4694.72,872.52,3131.26
400017744738,0,1,5,17,47,1501.44,259.47,993.77
400017725142,0,5,9,18,36,3139.15,566.21,1828.30
400017714729,0,2,4,5,26,374.20,14.82,270.97
400017714545,0,0,8,22,31,3741.18,1171.51,1793.03
400017712245,0,72,,3,9,319.02,74.10,244.92
400017710129,0,9,2,6,24,1595.21,220.53,1197.81
400017704977,0,3,3,20,14,1168.74,521.01,361.13
400017726246,0,3,4,16,52,1700.15,323.10,1195.04
400017747038,0,0,10,22,37,6476.11,1143.16,4130.01
400017720542,0,0,2,11,49,1703.33,123.00,1425.28
400017738758,0,0,8,19,94,1543.49,403.40,1016.30
400017529315,0,0,1,6,8,806.30,230.03,412.23
400017640284,0,4,2,5,10,181.93,46.76,100.29
400017689981,0,0,9,31,24,1175.02,413.46,444.49
400121170548,1,107,,2,12,716.20,80.41,635.79
400017748694,0,9,5,18,36,3900.93,613.95,2600.78
400121504794,0,15,3,8,23,1513.15,221.86,940.47
400017738390,0,8,1,8,21,2587.49,656.91,1876.09
400017716954,0,0,10,6,41,2506.56,135.59,1788.48
400017728454,0,18,2,6,37,1254.97,141.11,1059.25
400017715373,0,2,3,14,36,3404.57,778.18,1973.44
400121414416,0,0,5,14,40,4440.08,736.60,2980.29
400017719530,0,0,17,18,53,5770.67,422.77,3616.75
400017746946,0,11,3,14,34,3336.62,587.71,2099.94
400017714085,0,41,,5,12,221.39,2.94,188.77
400017697985,0,59,,12,59,2782.40,513.82,2238.06
400017743818,0,1,8,15,51,4039.35,549.46,2629.00
400001206766,0,1,10,12,25,1752.93,217.28,1039.96
400016744351,1,105,,2,1,60.31,38.82,21.49
400121470369,0,8,1,2,41,1116.77,29.32,1081.47
400008602894,0,31,,4,4,378.76,50.35,282.35
400121529634,1,153,,,39,2358.78,,2358.78
400017703321,1,178,,,18,170.33,,170.33
400017713165,0,1,9,11,12,1689.20,71.98,914.79
400017726890,1,104,,2,8,402.66,125.26,277.40
400017721554,0,7,3,15,24,1745.32,604.02,1004.08
400121481961,0,8,4,33,52,3137.85,641.87,2130.68
400017722842,0,3,13,32,3,576.18,243.83,43.68
400002675828,0,27,1,4,15,238.23,12.04,193.78
400017741242,0,21,1,6,17,1325.60,153.79,1102.55
400017706265,0,5,8,20,74,4163.46,416.66,3044.10
400017715557,0,8,4,12,43,2132.87,142.15,1653.26
400017712981,0,16,2,7,22,460.21,,299.91
400016899681,0,18,1,1,7,514.19,148.79,253.32
400017731674,0,20,1,8,32,616.51,53.63,508.37
400017721370,1,130,,,87,1958.93,,1958.93
400017702953,1,130,,,16,490.32,,490.32
400011091680,0,19,1,15,20,1584.69,562.65,938.65
400017667809,0,32,,10,17,806.31,186.35,482.79
400017602104,0,44,,10,15,2118.19,474.81,1432.75
400017740322,1,146,,,20,220.66,,220.66
400011250891,0,0,2,4,6,88.92,10.68,48.28
400121512430,0,3,3,8,16,2276.79,199.58,1507.73
400017718334,0,4,1,4,24,412.26,27.31,339.30
400008540685,0,1,1,,38,1232.41,,1220.95
400017737930,0,30,1,16,20,1356.54,350.01,665.83
400017718518,0,47,,1,4,260.13,,171.93
400121445713,0,8,1,13,23,879.06,178.34,580.08
400017711233,0,24,1,9,48,2696.98,182.68,2355.93
400121345307,0,2,4,11,47,3716.64,515.00,2607.21
400017725602,0,7,3,2,20,375.67,,337.95
400017676365,0,29,1,9,19,458.52,45.97,290.32
400121452429,0,2,9,23,51,3426.87,619.21,1850.49
400017712705,0,9,1,5,10,339.02,49.02,216.69
